review_id,user_id,user_name,film_title,rating,review_text,review_date
69,user_370,Ông Quang Hoàng,Phim_title_54,9,"This film is a masterpiece! The acting is phenomenal, and the story is deeply moving. Highly recommend it.",2021-12-11
70,user_057,Nhật Mai Bảo Nguyễn,Phim_title_102,8,"This film is a masterpiece! The acting is phenomenal, and the story is deeply moving. Highly recommend it.",2022-11-01
71,user_488,Bà Hương Hoàng,Phim_title_73,3,"Completely disappointed. The plot is weak, and the characters are unconvincing. A huge waste of time, I would not watch it again.",2025-05-30
72,user_140,Lâm Mai Bảo Phạm,Phim_title_107,4,"Completely disappointed. The plot is weak, and the characters are unconvincing. A huge waste of time, I would not watch it again.",2022-08-18
73,user_401,Thành Thế Hoàng,Phim_title_177,4,"Completely disappointed. The plot is weak, and the characters are unconvincing. A huge waste of time, I would not watch it again.",2024-12-08
74,user_262,Kim Tấn Hoàng,Phim_title_13,9,"This film is a masterpiece! The acting is phenomenal, and the story is deeply moving. Highly recommend it.",2023-07-23
75,user_306,Dũng Phú Bùi,Phim_title_41,4,"Completely disappointed. The plot is weak, and the characters are unconvincing. A huge waste of time, I would not watch it again.",2023-06-14
76,user_121,Hưng Dương,Phim_title_60,9,"This film is a masterpiece! The acting is phenomenal, and the story is deeply moving. Highly recommend it.",2021-02-02
77,user_002,Kim Đặng,Phim_title_82,2,"Completely disappointed. The plot is weak, and the characters are unconvincing. A huge waste of time, I would not watch it again.",2025-02-16
78,user_208,Yến Lê,Phim_title_90,9,"This film is a masterpiece! The acting is phenomenal, and the story is deeply moving. Highly recommend it.",2025-04-01
79,user_018,Bác Phúc Hoàng,Phim_title_54,3,"Completely disappointed. The plot is weak, and the characters are unconvincing. A huge waste of time, I would not watch it again.",2025-05-31
80,user_097,Mai Bùi,Phim_title_118,10,"This film is a masterpiece! The acting is phenomenal, and the story is deeply moving. Highly recommend it.",2021-06-30
81,user_071,Thảo Hoàng,Phim_title_57,3,"Completely disappointed. The plot is weak, and the characters are unconvincing. A huge waste of time, I would not watch it again.",2023-09-06
82,user_176,Bác Anh Trần,Phim_title_8,1,"Completely disappointed. The plot is weak, and the characters are unconvincing. A huge waste of time, I would not watch it again.",2025-04-07
83,user_311,Bảo Trí Bùi,Phim_title_129,9,"This film is a masterpiece! The acting is phenomenal, and the story is deeply moving. Highly recommend it.",2022-12-20
84,user_340,Hoàng Trần,Phim_title_147,4,"Completely disappointed. The plot is weak, and the characters are unconvincing. A huge waste of time, I would not watch it again.",2020-10-02
85,user_441,Khoa Thế Dương,Phim_title_177,2,"Completely disappointed. The plot is weak, and the characters are unconvincing. A huge waste of time, I would not watch it again.",2020-11-27
86,user_473,Trọng Bùi,Phim_title_171,7,"An average movie with some good moments, but it fails to leave a lasting impression. The plot is a bit predictable, but it's okay for a casual watch.",2025-02-16
87,user_019,Cô Phương Bùi,Phim_title_139,10,"This film is a masterpiece! The acting is phenomenal, and the story is deeply moving. Highly recommend it.",2023-08-09
88,user_158,Mai Vũ,Phim_title_14,3,"Completely disappointed. The plot is weak, and the characters are unconvincing. A huge waste of time, I would not watch it again.",2024-10-14
89,user_495,Hương Mai,Phim_title_120,2,"Completely disappointed. The plot is weak, and the characters are unconvincing. A huge waste of time, I would not watch it again.",2025-02-22
90,user_292,Nhật Dương,Phim_title_200,5,"An average movie with some good moments, but it fails to leave a lasting impression. The plot is a bit predictable, but it's okay for a casual watch.",2024-10-10
91,user_124,Anh Dương,Phim_title_39,10,"This film is a masterpiece! The acting is phenomenal, and the story is deeply moving. Highly recommend it.",2022-03-18
92,user_146,Bà Vi Nguyễn,Phim_title_149,5,"An average movie with some good moments, but it fails to leave a lasting impression. The plot is a bit predictable, but it's okay for a casual watch.",2022-05-23
93,user_352,Quý cô Phương Lê,Phim_title_147,3,"Completely disappointed. The plot is weak, and the characters are unconvincing. A huge waste of time, I would not watch it again.",2020-11-30
94,user_283,Anh Phạm,Phim_title_150,2,"Completely disappointed. The plot is weak, and the characters are unconvincing. A huge waste of time, I would not watch it again.",2020-10-26
95,user_259,Quý ông Hoàng Vũ,Phim_title_194,10,"This film is a masterpiece! The acting is phenomenal, and the story is deeply moving. Highly recommend it.",2023-04-04
96,user_292,Nhật Dương,Phim_title_58,5,"An average movie with some good moments, but it fails to leave a lasting impression. The plot is a bit predictable, but it's okay for a casual watch.",2024-06-11
97,user_007,Quý ông Khoa Phạm,Phim_title_22,9,"This film is a masterpiece! The acting is phenomenal, and the story is deeply moving. Highly recommend it.",2023-07-28
98,user_060,Quang Mai,Phim_title_86,2,"Completely disappointed. The plot is weak, and the characters are unconvincing. A huge waste of time, I would not watch it again.",2024-03-06
99,user_461,Trọng Tấn Lê,Phim_title_53,3,"Completely disappointed. The plot is weak, and the characters are unconvincing. A huge waste of time, I would not watch it again.",2023-02-04
100,user_435,Quang Bảo Đặng,Phim_title_197,9,"This film is a masterpiece! The acting is phenomenal, and the story is deeply moving. Highly recommend it.",2023-06-16
101,user_464,Chị Bảo Hoàng,Phim_title_194,6,"An average movie with some good moments, but it fails to leave a lasting impression. The plot is a bit predictable, but it's okay for a casual watch.",2021-11-10
102,user_133,Châu Dương,Phim_title_195,10,"This film is a masterpiece! The acting is phenomenal, and the story is deeply moving. Highly recommend it.",2025-01-15
103,user_040,Thành Bùi,Phim_title_188,5,"An average movie with some good moments, but it fails to leave a lasting impression. The plot is a bit predictable, but it's okay for a casual watch.",2025-01-26
104,user_440,Bà Lan Dương,Phim_title_167,10,"This film is a masterpiece! The acting is phenomenal, and the story is deeply moving. Highly recommend it.",2020-11-11
105,user_366,Bà Vân Phạm,Phim_title_9,8,"This film is a masterpiece! The acting is phenomenal, and the story is deeply moving. Highly recommend it.",2023-01-06
106,user_003,Thành Dương,Phim_title_33,6,"An average movie with some good moments, but it fails to leave a lasting impression. The plot is a bit predictable, but it's okay for a casual watch.",2021-04-21
107,user_333,Thảo Lê,Phim_title_110,5,"An average movie with some good moments, but it fails to leave a lasting impression. The plot is a bit predictable, but it's okay for a casual watch.",2021-04-20
108,user_146,Bà Vi Nguyễn,Phim_title_72,7,"An average movie with some good moments, but it fails to leave a lasting impression. The plot is a bit predictable, but it's okay for a casual watch.",2023-08-07
109,user_303,Quang Đức Bùi,Phim_title_10,10,"This film is a masterpiece! The acting is phenomenal, and the story is deeply moving. Highly recommend it.",2021-09-16
110,user_303,Quang Đức Bùi,Phim_title_17,7,"An average movie with some good moments, but it fails to leave a lasting impression. The plot is a bit predictable, but it's okay for a casual watch.",2022-05-17
111,user_074,Vũ Mai Đặng,Phim_title_121,8,"This film is a masterpiece! The acting is phenomenal, and the story is deeply moving. Highly recommend it.",2024-07-17
112,user_368,Cô Hương Đặng,Phim_title_45,3,"Completely disappointed. The plot is weak, and the characters are unconvincing. A huge waste of time, I would not watch it again.",2022-05-22
113,user_366,Bà Vân Phạm,Phim_title_36,5,"An average movie with some good moments, but it fails to leave a lasting impression. The plot is a bit predictable, but it's okay for a casual watch.",2021-08-16
114,user_145,Huy Bùi,Phim_title_146,10,"This film is a masterpiece! The acting is phenomenal, and the story is deeply moving. Highly recommend it.",2022-11-14
115,user_029,Chị An Phạm,Phim_title_60,3,"Completely disappointed. The plot is weak, and the characters are unconvincing. A huge waste of time, I would not watch it again.",2021-03-01
116,user_232,Thành Bảo Bùi,Phim_title_14,7,"An average movie with some good moments, but it fails to leave a lasting impression. The plot is a bit predictable, but it's okay for a casual watch.",2022-06-01
117,user_345,Chị Nhật Nguyễn,Phim_title_104,6,"An average movie with some good moments, but it fails to leave a lasting impression. The plot is a bit predictable, but it's okay for a casual watch.",2024-04-02
118,user_470,Hoàng Trần,Phim_title_159,5,"An average movie with some good moments, but it fails to leave a lasting impression. The plot is a bit predictable, but it's okay for a casual watch.",2025-01-15
119,user_062,Nhật Nguyễn,Phim_title_56,2,"Completely disappointed. The plot is weak, and the characters are unconvincing. A huge waste of time, I would not watch it again.",2022-02-25
120,user_276,An Mai,Phim_title_186,3,"Completely disappointed. The plot is weak, and the characters are unconvincing. A huge waste of time, I would not watch it again.",2021-04-10
121,user_004,Linh Phạm,Phim_title_35,4,"Completely disappointed. The plot is weak, and the characters are unconvincing. A huge waste of time, I would not watch it again.",2021-06-11
122,user_284,Trung Phú Bùi,Phim_title_125,10,"This film is a masterpiece! The acting is phenomenal, and the story is deeply moving. Highly recommend it.",2021-06-25
123,user_365,Kim Thị Mai,Phim_title_66,9,"This film is a masterpiece! The acting is phenomenal, and the story is deeply moving. Highly recommend it.",2022-11-22
124,user_470,Hoàng Trần,Phim_title_177,2,"Completely disappointed. The plot is weak, and the characters are unconvincing. A huge waste of time, I would not watch it again.",2024-12-28
125,user_319,Quý ông Dũng Dương,Phim_title_67,9,"This film is a masterpiece! The acting is phenomenal, and the story is deeply moving. Highly recommend it.",2023-06-02
126,user_381,Kim Văn Bùi,Phim_title_78,2,"Completely disappointed. The plot is weak, and the characters are unconvincing. A huge waste of time, I would not watch it again.",2025-03-14
127,user_440,Bà Lan Dương,Phim_title_70,7,"An average movie with some good moments, but it fails to leave a lasting impression. The plot is a bit predictable, but it's okay for a casual watch.",2022-11-03
128,user_416,Dương Trần,Phim_title_79,6,"An average movie with some good moments, but it fails to leave a lasting impression. The plot is a bit predictable, but it's okay for a casual watch.",2022-04-12
129,user_063,Nhật Phú Mai,Phim_title_111,5,"An average movie with some good moments, but it fails to leave a lasting impression. The plot is a bit predictable, but it's okay for a casual watch.",2021-12-29
130,user_253,Bà Kim Bùi,Phim_title_107,4,"Completely disappointed. The plot is weak, and the characters are unconvincing. A huge waste of time, I would not watch it again.",2023-10-09
131,user_036,Hồng Nguyễn,Phim_title_35,7,"An average movie with some good moments, but it fails to leave a lasting impression. The plot is a bit predictable, but it's okay for a casual watch.",2025-07-16
132,user_077,Hà Văn Bùi,Phim_title_191,7,"An average movie with some good moments, but it fails to leave a lasting impression. The plot is a bit predictable, but it's okay for a casual watch.",2020-11-30
133,user_444,Cô Hải Bùi,Phim_title_34,10,"This film is a masterpiece! The acting is phenomenal, and the story is deeply moving. Highly recommend it.",2021-12-10
134,user_291,Chị Chi Bùi,Phim_title_25,2,"Completely disappointed. The plot is weak, and the characters are unconvincing. A huge waste of time, I would not watch it again.",2020-11-15
135,user_453,Cô Dương Lê,Phim_title_29,8,"This film is a masterpiece! The acting is phenomenal, and the story is deeply moving. Highly recommend it.",2024-04-10
136,user_183,Quý cô Nhật Lê,Phim_title_17,8,"This film is a masterpiece! The acting is phenomenal, and the story is deeply moving. Highly recommend it.",2023-06-29
137,user_052,Bà Nhật Vũ,Phim_title_3,9,"This film is a masterpiece! The acting is phenomenal, and the story is deeply moving. Highly recommend it.",2023-04-12
138,user_373,Anh Văn Phạm,Phim_title_55,7,"An average movie with some good moments, but it fails to leave a lasting impression. The plot is a bit predictable, but it's okay for a casual watch.",2024-11-19
139,user_253,Bà Kim Bùi,Phim_title_174,3,"Completely disappointed. The plot is weak, and the characters are unconvincing. A huge waste of time, I would not watch it again.",2025-05-16
140,user_267,Nhiên Vũ,Phim_title_19,9,"This film is a masterpiece! The acting is phenomenal, and the story is deeply moving. Highly recommend it.",2023-04-11
141,user_102,Nam Phạm,Phim_title_63,4,"Completely disappointed. The plot is weak, and the characters are unconvincing. A huge waste of time, I would not watch it again.",2020-09-23
142,user_080,An Vũ,Phim_title_72,10,"This film is a masterpiece! The acting is phenomenal, and the story is deeply moving. Highly recommend it.",2023-07-07
143,user_258,Nhật Phạm,Phim_title_188,1,"Completely disappointed. The plot is weak, and the characters are unconvincing. A huge waste of time, I would not watch it again.",2024-01-04
144,user_126,Chị Kim Phạm,Phim_title_57,2,"Completely disappointed. The plot is weak, and the characters are unconvincing. A huge waste of time, I would not watch it again.",2020-12-25
145,user_128,Bác Hoàng Đặng,Phim_title_155,6,"An average movie with some good moments, but it fails to leave a lasting impression. The plot is a bit predictable, but it's okay for a casual watch.",2023-06-19
146,user_360,Chị Thành Nguyễn,Phim_title_138,7,"An average movie with some good moments, but it fails to leave a lasting impression. The plot is a bit predictable, but it's okay for a casual watch.",2021-04-05
147,user_423,Bà Hà Đặng,Phim_title_14,7,"An average movie with some good moments, but it fails to leave a lasting impression. The plot is a bit predictable, but it's okay for a casual watch.",2025-03-01
148,user_002,Kim Đặng,Phim_title_185,8,"This film is a masterpiece! The acting is phenomenal, and the story is deeply moving. Highly recommend it.",2023-10-02
149,user_456,Trung Hoàng Lê,Phim_title_64,9,"This film is a masterpiece! The acting is phenomenal, and the story is deeply moving. Highly recommend it.",2025-02-09
150,user_094,Nam Vũ,Phim_title_169,10,"This film is a masterpiece! The acting is phenomenal, and the story is deeply moving. Highly recommend it.",2022-01-03
151,user_300,Chị Duyên Mai,Phim_title_157,2,"Completely disappointed. The plot is weak, and the characters are unconvincing. A huge waste of time, I would not watch it again.",2024-01-17
152,user_141,Nhật Mai Bảo Lê,Phim_title_56,2,"Completely disappointed. The plot is weak, and the characters are unconvincing. A huge waste of time, I would not watch it again.",2022-02-21
153,user_024,Chị Hồng Đặng,Phim_title_67,6,"An average movie with some good moments, but it fails to leave a lasting impression. The plot is a bit predictable, but it's okay for a casual watch.",2023-04-21
154,user_021,Kim Hải Đặng,Phim_title_138,10,"This film is a masterpiece! The acting is phenomenal, and the story is deeply moving. Highly recommend it.",2024-09-27
155,user_378,Ngọc Trần,Phim_title_68,7,"An average movie with some good moments, but it fails to leave a lasting impression. The plot is a bit predictable, but it's okay for a casual watch.",2023-03-25
156,user_355,Chị Thành Bùi,Phim_title_78,5,"An average movie with some good moments, but it fails to leave a lasting impression. The plot is a bit predictable, but it's okay for a casual watch.",2023-07-07
157,user_301,Chị Phương Đặng,Phim_title_147,5,"An average movie with some good moments, but it fails to leave a lasting impression. The plot is a bit predictable, but it's okay for a casual watch.",2024-02-28
158,user_364,Bác Quang Phạm,Phim_title_2,1,"Completely disappointed. The plot is weak, and the characters are unconvincing. A huge waste of time, I would not watch it again.",2023-08-08
159,user_323,Ông Tùng Đặng,Phim_title_166,7,"An average movie with some good moments, but it fails to leave a lasting impression. The plot is a bit predictable, but it's okay for a casual watch.",2024-04-17
160,user_276,An Mai,Phim_title_32,10,"This film is a masterpiece! The acting is phenomenal, and the story is deeply moving. Highly recommend it.",2025-04-26
161,user_469,Quý cô Hạnh Đặng,Phim_title_38,6,"An average movie with some good moments, but it fails to leave a lasting impression. The plot is a bit predictable, but it's okay for a casual watch.",2023-09-22
162,user_097,Mai Bùi,Phim_title_169,6,"An average movie with some good moments, but it fails to leave a lasting impression. The plot is a bit predictable, but it's okay for a casual watch.",2022-09-10
163,user_231,Anh Hoàng Dương,Phim_title_96,1,"Completely disappointed. The plot is weak, and the characters are unconvincing. A huge waste of time, I would not watch it again.",2021-12-03
164,user_128,Bác Hoàng Đặng,Phim_title_99,4,"Completely disappointed. The plot is weak, and the characters are unconvincing. A huge waste of time, I would not watch it again.",2022-06-21
165,user_253,Bà Kim Bùi,Phim_title_119,3,"Completely disappointed. The plot is weak, and the characters are unconvincing. A huge waste of time, I would not watch it again.",2025-08-26
166,user_316,Kim Mai Phạm,Phim_title_173,2,"Completely disappointed. The plot is weak, and the characters are unconvincing. A huge waste of time, I would not watch it again.",2025-09-13
167,user_024,Chị Hồng Đặng,Phim_title_68,8,"This film is a masterpiece! The acting is phenomenal, and the story is deeply moving. Highly recommend it.",2022-02-21
168,user_407,Yến Trần,Phim_title_157,8,"This film is a masterpiece! The acting is phenomenal, and the story is deeply moving. Highly recommend it.",2024-04-22
169,user_142,Thành Quang Dương,Phim_title_158,7,"An average movie with some good moments, but it fails to leave a lasting impression. The plot is a bit predictable, but it's okay for a casual watch.",2025-08-11
170,user_433,Anh Dũng Lê,Phim_title_86,3,"Completely disappointed. The plot is weak, and the characters are unconvincing. A huge waste of time, I would not watch it again.",2022-04-01
171,user_426,Chị Hương Bùi,Phim_title_25,3,"Completely disappointed. The plot is weak, and the characters are unconvincing. A huge waste of time, I would not watch it again.",2022-05-06
172,user_364,Bác Quang Phạm,Phim_title_163,9,"This film is a masterpiece! The acting is phenomenal, and the story is deeply moving. Highly recommend it.",2023-12-05
173,user_325,Minh Xuân Mai,Phim_title_175,4,"Completely disappointed. The plot is weak, and the characters are unconvincing. A huge waste of time, I would not watch it again.",2025-04-25
174,user_376,Xuân Lê,Phim_title_10,8,"This film is a masterpiece! The acting is phenomenal, and the story is deeply moving. Highly recommend it.",2022-05-31
175,user_113,Anh Quang Hoàng,Phim_title_98,4,"Completely disappointed. The plot is weak, and the characters are unconvincing. A huge waste of time, I would not watch it again.",2021-11-22
176,user_241,Chị Mai Trần,Phim_title_65,6,"An average movie with some good moments, but it fails to leave a lasting impression. The plot is a bit predictable, but it's okay for a casual watch.",2024-09-09
177,user_107,Ông Minh Dương,Phim_title_84,7,"An average movie with some good moments, but it fails to leave a lasting impression. The plot is a bit predictable, but it's okay for a casual watch.",2021-01-10
178,user_368,Cô Hương Đặng,Phim_title_1,5,"An average movie with some good moments, but it fails to leave a lasting impression. The plot is a bit predictable, but it's okay for a casual watch.",2021-04-07
179,user_299,Phúc Lê,Phim_title_190,5,"An average movie with some good moments, but it fails to leave a lasting impression. The plot is a bit predictable, but it's okay for a casual watch.",2024-09-26
